Name,Phone,Address,Description,Website,Social Media
CALIFORNIA ENERGY ALLIANCE, 916-237-7407,"836 57th Street, Suite #420 Sacramento, CA 95819","California Energy Alliance is a leading advocacy organization for California’s energy stakeholders. Founded in 2016, CEA is a nonprofit, non-partisan alliance of business, government, and NGO leaders advocating for energy productivity to achieve economic growth, environmental justice, energy security, affordability, and resilience. Our work focuses on advocacy, outreach, research, and evolution of codes, standards, and policy.",www.caenergyalliance.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CANDEX LIGHTING, (800) 223-3055,"1822 McGaw Avenue Irvine, CA 92614
USA","Candex is a privately held manufacturing company offering quality lighting products. From our light bulb beginnings in 1978, our light reaches consumers through sophisticated distribution network worldwide. Businesses and organizations have looked to Candex as a trusted supplier of reliable LED lights all while providing exceptional service support. Our commitment to energy-efficient LED products exceeding market expectations for an incredible value has ensured strong competitive advantage for our distribution partners and the brand we’ve become today. Moving forward to a sustainable future for our business and for the planet takes more than the best LED products, it takes the best people with diverse backgrounds and perspectives. Our success is the collective achievements of lighting and manufacturing professionals from all around the world. Our head office and warehouse is located in Irvine, Orange County, California. Candex proudly serves the local area and ships nationwide.",www.candexlighting.com,"{'Facebook': 'https://www.facebook.com/Candex-Lighting-201322730526401/?ref=search&__tn__=%2Cd%2CP-R&eid=ARDzURel_IVIyPPc-5Lh5S4UrkA9iFSHtqUlCqccnYjL7jKYjfaEPePnf22-WNrgqO18N3-CVsK3jv_G', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/candex-lighting/?viewAsMember=true'}"
CARCLO TECHNICAL PLASTICS, (724) 539-6989,"600 Depot St Latrobe, Pennsylvania 15650
USA","Carclo Technical Plastics specializes in injection molding and contract manufacturing services. Manufacturing includes cleanroom environments, automation, and assembly services for LED optics. The company operates out of the United States, United Kingdom, Europe, and Asia with ISO 9001 and ISO 13485 certifications.",www.carclo-optics.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CARL STAHL ARC GMBH, 00497162-948150310,"Siemensstrasse 2 Suessen, Baden-Wuerttemberg 73079
Germany","Manufacturer of standard and customized LED-Modules for Architectural Illumination. Scope of supply: Feasability study, preliminary design, planning/engineering, static analysis of primary structure, development and delivery of all system components, supervision. Applications: Media facades, color dynamic light ceilings, facade illumination, light sculptures and more.",www.x-led.de,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CASAMBI TECHNOLOGIES, 866-883-8065 x403,"160 Malone Dr Ste 3 Atlanta, Georgia 30341
United States of America","Casambi is the leading producer of wireless lighting control systems, using technology based on Bluetooth Low Energy. Our technology can be integrated into any lighting installation – from individual lighting fixture to industrial-scale solutions.",www.casambi.com,"{'Facebook': 'https://www.facebook.com/casambi/', 'Twitter': 'https://twitter.com/casambi_oy', 'LinkedIn': 'https://www.linkedin.com/company/casambi-technologies-oy/'}"
"CHUROD AMERICAS, INC.", 610-608-1547,"485 Devon Park Drive Suite 118 Wayne, PA 19087
USA","Since 2006, Churod Electronics has specialized in the design, manufacturing, and marketing of a wide variety of relay products. Our products are broadly used in home appliances, lighting, transportation, industrial, and new energy applications. Originally a manufacturer of relays for the white goods industry, Churod has spent the last decade developing an unparalleled selection of industry-standard relays with dramatically reduced power consumption. From smart plugs to lighting controls, Churod has a product to meet your most stringent switching needs.",www.churodamericas.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CITEL SURGE PROTECTION, (954) 551-6751,"10108 USA Today Way Miramar, FL 33025
USA","Since 1937, CITEL has been keeping the world's critical networks and equipment protected from transient overvoltages. Whether a large magnitude lightning strike or the relentless barrage of switching events, our surge protectors keep sensitive electronics safe and operations uninterrupted. CITEL's thorough understanding of local standards and regulations, along with a continuous investment in R&D, inspire us to design, manufacture and supply millions of SPDs each year to our clients who are conscious of the danger transients pose and actively take steps to eliminate the threat. As a privately-held, family owned company, our philosophy is simple: produce innovative and reliable surge protectors that the market and the environment demands.",www.citel.us,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CITYLIGHT.NET, 37126331050,"Gustava Zemgala gatve 71a Riga, LV1039 Riga, LV1039
Latvia","Citylight.net is a Latvian company developing and supplying smart street lighting solutions for more than 350 cities in 25 countries around the world, ensuring a modern street lighting control and management system which allows to save money and take care of the environment.",www.citylight.net,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CLAMPER, +55 31 8286-9922,"Brickell Key DR STE 601 Miami, Florida 33131
United States of America","CLAMPER has 40 million products sold and we have a consolidated presence in more than 22 countries. We are a company specialized in the development of Surge Protection Devices (SPD), offering solutions to protect electronic equipment against damage caused by lightning and electrical surges.",www.clamper.us,"{'Facebook': 'http://clamperdps/', 'Twitter': 'http://clamperoficial/', 'LinkedIn': 'http://company/clamper'}"
COLOR-DEC NORTH AMERICA, (877) 542 1863,"1985 Airport Exchange Suite 100 Erlanger, KY 41018
United States of America","Color-Dec will exhibit our ENCAPLED technology used for the encapsulation of LED strips. We offer outdoor durable polyurethane resins to produce transparent, translucent, flexible, and rigid profiles. We also offer a wide variety of dispensing machines.",WWW.COLOR-DEC.COM,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CONCEALITE LIFE SAFETY PRODUCTS, 605-542-4444,"202 Elk Street Elkton, SD 57026
USA","Since 1997, Concealite Life Safety Products has been inventing and building high-quality, concealed, innovatively-designed safety products for commercial and residential buildings. Our cleverly-designed products provide Architects, Engineers and Interior Designers with attractive, state-of-the-art concealed emergency lighting for modern and historic buildings. Our product line includes Concealed Emergency Lighting, Concealed Fire Alarms, Concealed Emergency Light Fixtures, Concealed Exit Signs, Concealed Fire Alarm Fixtures, Wet Location Emergency Lighting, and more. Our vision is to continue developing modern concealed emergency lighting products for use in modern buildings, as well as the ability to retrofit our products into historical or older buildings.",https://www.concealite.com,"{'Facebook': 'https://www.facebook.com/concealite/', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/concealite/'}"
CONNEXTUBE, 4088096208,"917 Westridge Drive Milpitas, CA 95035
United States of America","ConNexTube dedicates retrofit lighting especially LED tubes for commercial & industrial markets across the US and Canada. We fit into the market by keeping up with the latest technology and continuously improving our products to function as needed in the constantly changing industry. We have introduced the industry-first Type A tube with anti-arcing protection in Y2014, the industry-first Double-end Type B tube with leakage current detection in Y2016, and the industry-first Dimmable Type C tube with adjustable lumen output in Y2022. We continue to provide as much information and detail about our products to our customers and try to come up with ways to simplify the process and installation time.",www.connextube.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
CONSTRULITA LIGHTING INTERNATIONAL SA DE CV., 52 442 238 39 00,"Acceso IV No. 3 Fracc. Ind. Benito Juárez Querétaro, Qro 76130
Mexico","CONSTRULITA is a Professional Lighting & IOT Mexican Factory, that develops applications for Malls, Offices, Service Centers, Industrial, Hospitality, Architectural, Urban and Public lighting, whit manufacturing center in Mexico .",https://construlita.com/,"{'Facebook': 'http://construlita.mx/', 'Twitter': 'http://construlita/', 'LinkedIn': 'http://construlita/'}"
COOLTRON INDUSTRIAL SUPPLY INC., (909) 598-6043,"19929 Harrison Avenue, City of Industry, CA 91789
USA","Cooltron provides complete thermal solutions for the Lighting Industry, beginning from project budgeting, custom designs, thermal solutions till prototype samples, pilot run, mass production, and after services. Cooltron's industry-leading heat sink technologies have successfully helped many high power lighting (600W/1200W/2400W) and even low power down lighting (2""/3""/4""/6"") overcome high heat problems.",www.cooltron-thermal.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
COOPER LIGHTING SOLUTIONS, 6789065113,"1121 Highway 74 South Peachtree City, GA 30269
USA","At Cooper Lighting Solutions, we build forward-thinking lighting solutions that make people’s lives safer, while making buildings, homes and cities smarter and more sustainable. We deliver an industry-leading portfolio of indoor and outdoor lighting, lighting controls and smart lighting systems. We question, we seek and we solve. Because building a better world means asking tough questions and pushing harder for answers. Together with our customers, we create solutions that build a better world. At Cooper Lighting Solutions, we push past the ordinary to build brighter. Cooper Lighting Solutions is a business unit of Signify, the world leader in lighting. Together we have a shared purpose to unlock the extraordinary potential of light for brighter lives and a better world.",www.Cooperlighting.com,"{'Facebook': 'https://www.facebook.com/cooperlightingsolutions', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/cooper-lighting-solutions'}"
